episode,total_reward,steps,solved,timestep,final_dist,min_dist,train_reward
1309,79.00,30,1,56473,0,0,79.00
1310,79.00,30,1,56503,0,0,79.00
1311,79.00,30,1,56533,0,0,79.00
1312,79.00,30,1,56563,0,0,79.00
1313,79.00,30,1,56593,0,0,79.00
1314,79.00,30,1,56623,0,0,79.00
1315,79.00,30,1,56653,0,0,79.00
1316,79.00,30,1,56683,0,0,79.00
1317,79.00,30,1,56713,0,0,79.00
1318,79.00,30,1,56743,0,0,79.00
1319,79.00,30,1,56773,0,0,79.00
1320,79.00,30,1,56803,0,0,79.00
1321,79.00,30,1,56833,0,0,79.00
1322,79.00,30,1,56863,0,0,79.00
1323,79.00,30,1,56893,0,0,79.00
1324,79.00,30,1,56923,0,0,79.00
1325,79.00,30,1,56953,0,0,79.00
1326,79.00,30,1,56983,0,0,79.00
1327,79.00,30,1,57013,0,0,79.00
1328,79.00,30,1,57043,0,0,79.00
1329,79.00,30,1,57073,0,0,79.00
1330,79.00,30,1,57103,0,0,79.00
1331,79.00,30,1,57133,0,0,79.00
1332,79.00,30,1,57163,0,0,79.00
1333,79.00,30,1,57193,0,0,79.00
1334,79.00,30,1,57223,0,0,79.00
1335,79.00,30,1,57253,0,0,79.00
1336,79.00,30,1,57283,0,0,79.00
1337,79.00,30,1,57313,0,0,79.00
1338,79.00,30,1,57343,0,0,79.00
1339,79.00,30,1,57373,0,0,79.00
1340,79.00,30,1,57403,0,0,79.00
1341,79.00,30,1,57433,0,0,79.00
1342,79.00,30,1,57463,0,0,79.00
1343,79.00,30,1,57493,0,0,79.00
1344,79.00,30,1,57523,0,0,79.00
1345,79.00,30,1,57553,0,0,79.00
1346,79.00,30,1,57583,0,0,79.00
1347,79.00,30,1,57614,0,0,78.50
1348,79.00,30,1,57644,0,0,79.00
1349,79.00,30,1,57674,0,0,79.00
1350,79.00,30,1,57704,0,0,79.00
1351,79.00,30,1,57734,0,0,79.00
1352,79.00,30,1,57764,0,0,79.00
1353,79.00,30,1,57794,0,0,79.00
1354,79.00,30,1,57824,0,0,79.00
1355,79.00,30,1,57854,0,0,79.00
1356,79.00,30,1,57884,0,0,79.00
1357,79.00,30,1,57914,0,0,79.00
1358,79.00,30,1,57944,0,0,79.00
1359,79.00,30,1,57974,0,0,79.00
1360,79.00,30,1,58004,0,0,79.00
1361,79.00,30,1,58034,0,0,79.00
1362,79.00,30,1,58064,0,0,79.00
1363,79.00,30,1,58094,0,0,79.00
1364,79.00,30,1,58126,0,0,79.00
1365,79.00,30,1,58156,0,0,79.00
1366,79.00,30,1,58186,0,0,79.00
1367,79.00,30,1,58216,0,0,79.00
1368,79.00,30,1,58246,0,0,79.00
1369,79.00,30,1,58276,0,0,79.00
1370,79.00,30,1,58306,0,0,79.00
1371,79.00,30,1,58336,0,0,79.00
1372,79.00,30,1,58366,0,0,79.00
1373,79.00,30,1,58396,0,0,79.00
1374,79.00,30,1,58426,0,0,79.00
1375,79.00,30,1,58456,0,0,79.00
1376,79.00,30,1,58488,0,0,79.00
1377,79.00,30,1,58518,0,0,79.00
1378,79.00,30,1,58548,0,0,79.00
1379,79.00,30,1,58578,0,0,79.00
1380,79.00,30,1,58608,0,0,79.00
1381,79.00,30,1,58638,0,0,79.00
1382,79.00,30,1,58668,0,0,79.00
1383,79.00,30,1,58698,0,0,79.00
1384,79.00,30,1,58728,0,0,79.00
1385,79.00,30,1,58758,0,0,79.00
1386,79.00,30,1,58788,0,0,79.00
1387,79.00,30,1,58818,0,0,79.00
1388,79.00,30,1,58848,0,0,79.00
1389,79.00,30,1,58878,0,0,79.00
1390,79.00,30,1,58908,0,0,79.00
1391,79.00,30,1,58938,0,0,79.00
1392,79.00,30,1,58968,0,0,79.00
1393,79.00,30,1,58998,0,0,79.00
1394,79.00,30,1,59028,0,0,79.00
1395,79.00,30,1,59058,0,0,79.00
1396,79.00,30,1,59088,0,0,79.00
1397,79.00,30,1,59118,0,0,79.00
1398,79.00,30,1,59148,0,0,79.00
1399,79.00,30,1,59178,0,0,79.00
1400,79.00,30,1,59208,0,0,79.00
1401,79.00,30,1,59238,0,0,79.00
1402,79.00,30,1,59268,0,0,79.00
1403,79.00,30,1,59298,0,0,79.00
1404,79.00,30,1,59328,0,0,79.00
1405,79.00,30,1,59360,0,0,79.00
1406,79.00,30,1,59390,0,0,79.00
1407,79.00,30,1,59420,0,0,79.00
1408,79.00,30,1,59450,0,0,79.00
1409,79.00,30,1,59480,0,0,79.00
1410,79.00,30,1,59510,0,0,79.00
1411,79.00,30,1,59540,0,0,79.00
1412,79.00,30,1,59570,0,0,79.00
1413,79.00,30,1,59600,0,0,79.00
1414,79.00,30,1,59630,0,0,79.00
1415,79.00,30,1,59660,0,0,79.00
1416,79.00,30,1,59690,0,0,79.00
1417,79.00,30,1,59720,0,0,79.00
1418,79.00,30,1,59750,0,0,79.00
1419,79.00,30,1,59780,0,0,79.00
1420,79.00,30,1,59810,0,0,79.00
1421,79.00,30,1,59840,0,0,79.00
1422,79.00,30,1,59870,0,0,79.00
1423,79.00,30,1,59900,0,0,79.00
1424,79.00,30,1,59930,0,0,79.00
1425,79.00,30,1,59960,0,0,79.00
1426,79.00,30,1,59990,0,0,79.00
1427,79.00,30,1,60020,0,0,79.00
1428,79.00,30,1,60050,0,0,79.00
1429,79.00,30,1,60080,0,0,79.00
1430,79.00,30,1,60110,0,0,79.00
1431,79.00,30,1,60140,0,0,79.00
1432,79.00,30,1,60170,0,0,79.00
1433,79.00,30,1,60200,0,0,79.00
1434,79.00,30,1,60230,0,0,79.00
1435,79.00,30,1,60260,0,0,79.00
1436,79.00,30,1,60290,0,0,79.00
1437,79.00,30,1,60320,0,0,79.00
1438,79.00,30,1,60350,0,0,79.00
1439,79.00,30,1,60380,0,0,79.00
1440,79.00,30,1,60410,0,0,79.00
1441,79.00,30,1,60440,0,0,79.00
1442,79.00,30,1,60470,0,0,79.00
1443,79.00,30,1,60500,0,0,79.00
1444,79.00,30,1,60530,0,0,79.00
1445,79.00,30,1,60560,0,0,79.00
1446,79.00,30,1,60590,0,0,79.00
1447,79.00,30,1,60620,0,0,79.00
1448,79.00,30,1,60650,0,0,79.00
1449,79.00,30,1,60680,0,0,79.00
1450,79.00,30,1,60710,0,0,79.00
1451,79.00,30,1,60740,0,0,79.00
1452,79.00,30,1,60770,0,0,79.00
1453,79.00,30,1,60800,0,0,79.00
1454,79.00,30,1,60830,0,0,79.00
1455,79.00,30,1,60860,0,0,79.00
1456,79.00,30,1,60890,0,0,79.00
1457,79.00,30,1,60920,0,0,79.00
1458,79.00,30,1,60950,0,0,79.00
1459,79.00,30,1,60980,0,0,79.00
1460,79.00,30,1,61010,0,0,79.00
1461,79.00,30,1,61040,0,0,79.00
1462,79.00,30,1,61070,0,0,79.00
1463,79.00,30,1,61100,0,0,79.00
1464,79.00,30,1,61130,0,0,79.00
1465,79.00,30,1,61160,0,0,79.00
1466,79.00,30,1,61190,0,0,79.00
1467,79.00,30,1,61220,0,0,79.00
1468,79.00,30,1,61250,0,0,79.00
1469,79.00,30,1,61280,0,0,79.00
1470,79.00,30,1,61310,0,0,79.00
1471,79.00,30,1,61340,0,0,79.00
1472,79.00,30,1,61370,0,0,79.00
1473,79.00,30,1,61400,0,0,79.00
1474,79.00,30,1,61430,0,0,79.00
1475,79.00,30,1,61460,0,0,79.00
1476,79.00,30,1,61490,0,0,79.00
1477,79.00,30,1,61520,0,0,79.00
1478,79.00,30,1,61550,0,0,79.00
1479,79.00,30,1,61581,0,0,78.50
1480,79.00,30,1,61611,0,0,79.00
1481,79.00,30,1,61641,0,0,79.00
1482,79.00,30,1,61671,0,0,79.00
1483,79.00,30,1,61703,0,0,79.00
1484,79.00,30,1,61733,0,0,79.00
1485,79.00,30,1,61763,0,0,79.00
1486,79.00,30,1,61793,0,0,79.00
1487,79.00,30,1,61823,0,0,79.00
1488,79.00,30,1,61853,0,0,79.00
1489,79.00,30,1,61883,0,0,79.00
1490,79.00,30,1,61913,0,0,79.00
1491,79.00,30,1,61943,0,0,79.00
1492,79.00,30,1,61973,0,0,79.00
1493,79.00,30,1,62003,0,0,79.00
1494,79.00,30,1,62033,0,0,79.00
1495,79.00,30,1,62063,0,0,79.00
1496,79.00,30,1,62093,0,0,79.00
1497,79.00,30,1,62123,0,0,79.00
1498,79.00,30,1,62153,0,0,79.00
1499,79.00,30,1,62183,0,0,79.00
1500,79.00,30,1,62213,0,0,79.00
1501,79.00,30,1,62243,0,0,79.00
1502,79.00,30,1,62273,0,0,79.00
1503,79.00,30,1,62303,0,0,79.00
1504,79.00,30,1,62333,0,0,79.00
1505,79.00,30,1,62363,0,0,79.00
1506,79.00,30,1,62393,0,0,79.00
1507,79.00,30,1,62423,0,0,79.00
1508,79.00,30,1,62453,0,0,79.00
1509,79.00,30,1,62483,0,0,79.00
1510,79.00,30,1,62513,0,0,79.00
1511,79.00,30,1,62543,0,0,79.00
1512,79.00,30,1,62573,0,0,79.00
1513,79.00,30,1,62603,0,0,79.00
1514,79.00,30,1,62633,0,0,79.00
1515,79.00,30,1,62663,0,0,79.00
1516,79.00,30,1,62693,0,0,79.00
1517,79.00,30,1,62723,0,0,79.00
1518,79.00,30,1,62753,0,0,79.00
1519,79.00,30,1,62783,0,0,79.00
1520,79.00,30,1,62813,0,0,79.00
1521,79.00,30,1,62843,0,0,79.00
1522,79.00,30,1,62873,0,0,79.00
1523,79.00,30,1,62903,0,0,79.00
1524,79.00,30,1,62933,0,0,79.00
1525,79.00,30,1,62963,0,0,79.00
1526,79.00,30,1,62993,0,0,79.00
1527,79.00,30,1,63023,0,0,79.00
1528,79.00,30,1,63053,0,0,79.00
1529,79.00,30,1,63083,0,0,79.00
1530,79.00,30,1,63113,0,0,79.00
1531,79.00,30,1,63143,0,0,79.00
1532,79.00,30,1,63173,0,0,79.00
1533,79.00,30,1,63203,0,0,79.00
1534,79.00,30,1,63233,0,0,79.00
1535,79.00,30,1,63263,0,0,79.00
1536,79.00,30,1,63293,0,0,79.00
1537,79.00,30,1,63323,0,0,79.00
1538,79.00,30,1,63353,0,0,79.00
1539,79.00,30,1,63383,0,0,79.00
1540,79.00,30,1,63413,0,0,79.00
1541,79.00,30,1,63443,0,0,79.00
1542,79.00,30,1,63473,0,0,79.00
1543,79.00,30,1,63503,0,0,79.00
1544,79.00,30,1,63533,0,0,79.00
1545,79.00,30,1,63563,0,0,79.00
1546,79.00,30,1,63593,0,0,79.00
1547,79.00,30,1,63623,0,0,79.00
1548,79.00,30,1,63653,0,0,79.00
1549,79.00,30,1,63683,0,0,79.00
1550,79.00,30,1,63713,0,0,79.00
1551,79.00,30,1,63743,0,0,79.00
1552,79.00,30,1,63773,0,0,79.00
1553,79.00,30,1,63803,0,0,79.00
1554,79.00,30,1,63833,0,0,79.00
1555,79.00,30,1,63863,0,0,79.00
1556,79.00,30,1,63893,0,0,79.00
1557,79.00,30,1,63923,0,0,79.00
1558,79.00,30,1,63953,0,0,79.00
1559,79.00,30,1,63983,0,0,79.00
1560,79.00,30,1,64013,0,0,79.00
1561,79.00,30,1,64043,0,0,79.00
1562,79.00,30,1,64073,0,0,79.00
1563,79.00,30,1,64103,0,0,79.00
1564,79.00,30,1,64133,0,0,79.00
1565,79.00,30,1,64163,0,0,79.00
1566,79.00,30,1,64193,0,0,79.00
1567,79.00,30,1,64223,0,0,79.00
1568,79.00,30,1,64253,0,0,79.00
1569,79.00,30,1,64283,0,0,79.00
1570,79.00,30,1,64313,0,0,79.00
1571,79.00,30,1,64343,0,0,79.00
1572,79.00,30,1,64373,0,0,79.00
1573,79.00,30,1,64403,0,0,79.00
1574,79.00,30,1,64433,0,0,79.00
1575,79.00,30,1,64463,0,0,79.00
1576,79.00,30,1,64493,0,0,79.00
1577,79.00,30,1,64523,0,0,79.00
1578,79.00,30,1,64553,0,0,79.00
1579,79.00,30,1,64583,0,0,79.00
1580,79.00,30,1,64613,0,0,79.00
1581,79.00,30,1,64643,0,0,79.00
1582,79.00,30,1,64673,0,0,79.00
1583,79.00,30,1,64703,0,0,79.00
1584,79.00,30,1,64733,0,0,79.00
1585,79.00,30,1,64763,0,0,79.00
1586,79.00,30,1,64793,0,0,79.00
1587,79.00,30,1,64823,0,0,79.00
1588,79.00,30,1,64853,0,0,79.00
1589,79.00,30,1,64883,0,0,79.00
1590,79.00,30,1,64913,0,0,79.00
1591,79.00,30,1,64943,0,0,79.00
1592,79.00,30,1,64973,0,0,79.00
1593,79.00,30,1,65003,0,0,79.00
1594,79.00,30,1,65033,0,0,79.00
1595,79.00,30,1,65063,0,0,79.00
1596,79.00,30,1,65093,0,0,79.00
1597,79.00,30,1,65123,0,0,79.00
1598,79.00,30,1,65153,0,0,79.00
1599,79.00,30,1,65183,0,0,79.00
1600,79.00,30,1,65213,0,0,79.00
1601,79.00,30,1,65243,0,0,79.00
1602,79.00,30,1,65273,0,0,79.00
1603,79.00,30,1,65303,0,0,79.00
1604,79.00,30,1,65333,0,0,79.00
1605,79.00,30,1,65363,0,0,79.00
1606,79.00,30,1,65393,0,0,79.00
1607,79.00,30,1,65423,0,0,79.00
1608,79.00,30,1,65453,0,0,79.00
1609,79.00,30,1,65483,0,0,79.00
1610,79.00,30,1,65513,0,0,79.00
1611,79.00,30,1,65543,0,0,79.00
1612,79.00,30,1,65573,0,0,79.00
1613,79.00,30,1,65603,0,0,79.00
1614,79.00,30,1,65633,0,0,79.00
1615,79.00,30,1,65663,0,0,79.00
1616,79.00,30,1,65693,0,0,79.00
1617,79.00,30,1,65723,0,0,79.00
1618,79.00,30,1,65753,0,0,79.00
1619,79.00,30,1,65783,0,0,79.00
1620,79.00,30,1,65813,0,0,79.00
1621,79.00,30,1,65843,0,0,79.00
1622,79.00,30,1,65873,0,0,79.00
1623,79.00,30,1,65903,0,0,79.00
1624,79.00,30,1,65933,0,0,79.00
1625,79.00,30,1,65963,0,0,79.00
1626,79.00,30,1,65993,0,0,79.00
1627,79.00,30,1,66023,0,0,79.00
1628,79.00,30,1,66053,0,0,79.00
1629,79.00,30,1,66083,0,0,79.00
1630,79.00,30,1,66113,0,0,79.00
1631,79.00,30,1,66143,0,0,79.00
1632,79.00,30,1,66173,0,0,79.00
1633,79.00,30,1,66203,0,0,79.00
1634,79.00,30,1,66233,0,0,79.00
1635,79.00,30,1,66263,0,0,79.00
1636,79.00,30,1,66293,0,0,79.00
1637,79.00,30,1,66323,0,0,79.00
1638,79.00,30,1,66353,0,0,79.00
1639,79.00,30,1,66383,0,0,79.00
1640,79.00,30,1,66413,0,0,79.00
1641,79.00,30,1,66443,0,0,79.00
1642,79.00,30,1,66473,0,0,79.00
1643,79.00,30,1,66503,0,0,79.00
1644,79.00,30,1,66533,0,0,79.00
1645,79.00,30,1,66563,0,0,79.00
1646,79.00,30,1,66593,0,0,79.00
1647,79.00,30,1,66623,0,0,79.00
1648,79.00,30,1,66653,0,0,79.00
1649,79.00,30,1,66683,0,0,79.00
1650,79.00,30,1,66713,0,0,79.00
1651,79.00,30,1,66743,0,0,79.00
1652,79.00,30,1,66773,0,0,79.00
1653,79.00,30,1,66803,0,0,79.00
1654,79.00,30,1,66833,0,0,79.00
1655,79.00,30,1,66863,0,0,79.00
1656,79.00,30,1,66893,0,0,79.00
1657,79.00,30,1,66923,0,0,79.00
1658,79.00,30,1,66953,0,0,79.00
1659,79.00,30,1,66983,0,0,79.00
1660,79.00,30,1,67013,0,0,79.00
1661,79.00,30,1,67043,0,0,79.00
1662,79.00,30,1,67073,0,0,79.00
1663,79.00,30,1,67103,0,0,79.00
1664,79.00,30,1,67133,0,0,79.00
1665,79.00,30,1,67163,0,0,79.00
1666,79.00,30,1,67193,0,0,79.00
1667,79.00,30,1,67223,0,0,79.00
1668,79.00,30,1,67253,0,0,79.00
1669,79.00,30,1,67283,0,0,79.00
1670,79.00,30,1,67313,0,0,79.00
1671,79.00,30,1,67343,0,0,79.00
1672,79.00,30,1,67373,0,0,79.00
1673,79.00,30,1,67403,0,0,79.00
1674,79.00,30,1,67433,0,0,79.00
1675,79.00,30,1,67463,0,0,79.00
1676,79.00,30,1,67493,0,0,79.00
1677,79.00,30,1,67523,0,0,79.00
1678,79.00,30,1,67553,0,0,79.00
1679,79.00,30,1,67583,0,0,79.00
1680,79.00,30,1,67613,0,0,79.00
1681,79.00,30,1,67643,0,0,79.00
1682,79.00,30,1,67673,0,0,79.00
1683,79.00,30,1,67703,0,0,79.00
1684,79.00,30,1,67733,0,0,79.00
1685,79.00,30,1,67763,0,0,79.00
1686,79.00,30,1,67793,0,0,79.00
1687,79.00,30,1,67823,0,0,79.00
1688,79.00,30,1,67853,0,0,79.00
1689,79.00,30,1,67883,0,0,79.00
1690,79.00,30,1,67913,0,0,79.00
1691,79.00,30,1,67943,0,0,79.00
1692,79.00,30,1,67973,0,0,79.00
1693,79.00,30,1,68003,0,0,79.00
1694,79.00,30,1,68033,0,0,79.00
1695,79.00,30,1,68063,0,0,79.00
1696,79.00,30,1,68093,0,0,79.00
1697,79.00,30,1,68123,0,0,79.00
1698,79.00,30,1,68153,0,0,79.00
1699,79.00,30,1,68183,0,0,79.00
1700,79.00,30,1,68213,0,0,79.00
1701,79.00,30,1,68243,0,0,79.00
1702,79.00,30,1,68273,0,0,79.00
1703,79.00,30,1,68303,0,0,79.00
1704,79.00,30,1,68333,0,0,79.00
1705,79.00,30,1,68363,0,0,79.00
1706,79.00,30,1,68393,0,0,79.00
1707,79.00,30,1,68423,0,0,79.00
1708,79.00,30,1,68453,0,0,79.00
1709,79.00,30,1,68483,0,0,79.00
1710,79.00,30,1,68513,0,0,79.00
1711,79.00,30,1,68543,0,0,79.00
1712,79.00,30,1,68573,0,0,79.00
1713,79.00,30,1,68603,0,0,79.00
1714,79.00,30,1,68633,0,0,79.00
1715,79.00,30,1,68663,0,0,79.00
1716,79.00,30,1,68693,0,0,79.00
1717,79.00,30,1,68723,0,0,79.00
1718,79.00,30,1,68753,0,0,79.00
1719,79.00,30,1,68783,0,0,79.00
1720,79.00,30,1,68813,0,0,79.00
1721,79.00,30,1,68843,0,0,79.00
1722,79.00,30,1,68873,0,0,79.00
1723,79.00,30,1,68903,0,0,79.00
1724,79.00,30,1,68933,0,0,79.00
1725,79.00,30,1,68963,0,0,79.00
1726,79.00,30,1,68993,0,0,79.00
1727,79.00,30,1,69023,0,0,79.00
1728,79.00,30,1,69053,0,0,79.00
1729,79.00,30,1,69083,0,0,79.00
1730,79.00,30,1,69113,0,0,79.00
1731,79.00,30,1,69143,0,0,79.00
1732,79.00,30,1,69173,0,0,79.00
1733,79.00,30,1,69203,0,0,79.00
1734,79.00,30,1,69233,0,0,79.00
1735,79.00,30,1,69263,0,0,79.00
1736,79.00,30,1,69293,0,0,79.00
1737,79.00,30,1,69323,0,0,79.00
1738,79.00,30,1,69353,0,0,79.00
1739,79.00,30,1,69383,0,0,79.00
1740,79.00,30,1,69413,0,0,79.00
1741,79.00,30,1,69443,0,0,79.00
1742,79.00,30,1,69473,0,0,79.00
1743,79.00,30,1,69503,0,0,79.00
1744,79.00,30,1,69533,0,0,79.00
1745,79.00,30,1,69563,0,0,79.00
1746,79.00,30,1,69593,0,0,79.00
1747,79.00,30,1,69623,0,0,79.00
1748,79.00,30,1,69653,0,0,79.00
1749,79.00,30,1,69683,0,0,79.00
1750,79.00,30,1,69713,0,0,79.00
1751,79.00,30,1,69743,0,0,79.00
1752,79.00,30,1,69773,0,0,79.00
1753,79.00,30,1,69803,0,0,79.00
1754,79.00,30,1,69833,0,0,79.00
1755,79.00,30,1,69863,0,0,79.00
1756,79.00,30,1,69893,0,0,79.00
1757,79.00,30,1,69923,0,0,79.00
1758,79.00,30,1,69953,0,0,79.00
1759,79.00,30,1,69983,0,0,79.00
1760,79.00,30,1,70013,0,0,79.00
1761,79.00,30,1,70043,0,0,79.00
1762,79.00,30,1,70073,0,0,79.00
1763,79.00,30,1,70103,0,0,79.00
1764,79.00,30,1,70133,0,0,79.00
1765,79.00,30,1,70163,0,0,79.00
1766,79.00,30,1,70193,0,0,79.00
1767,79.00,30,1,70223,0,0,79.00
1768,79.00,30,1,70253,0,0,79.00
1769,79.00,30,1,70283,0,0,79.00
1770,79.00,30,1,70313,0,0,79.00
1771,79.00,30,1,70343,0,0,79.00
1772,79.00,30,1,70373,0,0,79.00
1773,79.00,30,1,70403,0,0,79.00
1774,79.00,30,1,70433,0,0,79.00
1775,79.00,30,1,70463,0,0,79.00
1776,79.00,30,1,70493,0,0,79.00
1777,79.00,30,1,70523,0,0,79.00
1778,79.00,30,1,70553,0,0,79.00
1779,79.00,30,1,70583,0,0,79.00
1780,79.00,30,1,70613,0,0,79.00
1781,79.00,30,1,70643,0,0,79.00
1782,79.00,30,1,70673,0,0,79.00
1783,79.00,30,1,70703,0,0,79.00
1784,79.00,30,1,70733,0,0,79.00
1785,79.00,30,1,70763,0,0,79.00
1786,79.00,30,1,70793,0,0,79.00
1787,79.00,30,1,70823,0,0,79.00
1788,79.00,30,1,70853,0,0,79.00
1789,79.00,30,1,70883,0,0,79.00
1790,79.00,30,1,70913,0,0,79.00
1791,79.00,30,1,70943,0,0,79.00
1792,79.00,30,1,70973,0,0,79.00
1793,79.00,30,1,71003,0,0,79.00
1794,79.00,30,1,71033,0,0,79.00
1795,79.00,30,1,71063,0,0,79.00
1796,79.00,30,1,71093,0,0,79.00
1797,79.00,30,1,71123,0,0,79.00
1798,79.00,30,1,71153,0,0,79.00
1799,79.00,30,1,71183,0,0,79.00
1800,79.00,30,1,71213,0,0,79.00
1801,79.00,30,1,71245,0,0,79.00
1802,79.00,30,1,71276,0,0,78.50
1803,79.00,30,1,71306,0,0,79.00
1804,79.00,30,1,71336,0,0,79.00
1805,79.00,30,1,71366,0,0,79.00
1806,79.00,30,1,71399,0,0,78.50
1807,79.00,30,1,71429,0,0,79.00
1808,79.00,30,1,71459,0,0,79.00
1809,79.00,30,1,71489,0,0,79.00
1810,79.00,30,1,71519,0,0,79.00
1811,79.00,30,1,71549,0,0,79.00
1812,79.00,30,1,71579,0,0,79.00
1813,79.00,30,1,71609,0,0,79.00
1814,79.00,30,1,71639,0,0,79.00
1815,79.00,30,1,71669,0,0,79.00
1816,79.00,30,1,71699,0,0,79.00
1817,79.00,30,1,71730,0,0,78.50
1818,79.00,30,1,71760,0,0,79.00
1819,79.00,30,1,71790,0,0,79.00
1820,79.00,30,1,71822,0,0,79.00
1821,79.00,30,1,71852,0,0,79.00
1822,79.00,30,1,71882,0,0,79.00
1823,79.00,30,1,71912,0,0,79.00
1824,79.00,30,1,71942,0,0,79.00
1825,79.00,30,1,71972,0,0,79.00
1826,79.00,30,1,72002,0,0,79.00
1827,79.00,30,1,72032,0,0,79.00
1828,79.00,30,1,72062,0,0,79.00
1829,79.00,30,1,72092,0,0,79.00
1830,79.00,30,1,72122,0,0,79.00
1831,79.00,30,1,72152,0,0,79.00
1832,79.00,30,1,72182,0,0,79.00
1833,79.00,30,1,72212,0,0,79.00
1834,79.00,30,1,72244,0,0,79.00
1835,79.00,30,1,72274,0,0,79.00
1836,79.00,30,1,72304,0,0,79.00
1837,79.00,30,1,72334,0,0,79.00
1838,79.00,30,1,72364,0,0,79.00
1839,16.00,1024,0,72394,14,13,79.00
1840,79.00,30,1,72424,0,0,79.00
1841,79.00,30,1,72456,0,0,79.00
1842,79.00,30,1,72486,0,0,79.00
1843,79.00,30,1,72516,0,0,79.00
1844,79.00,30,1,72546,0,0,79.00
1845,79.00,30,1,72576,0,0,79.00
1846,79.00,30,1,72610,0,0,79.00
1847,79.00,30,1,72640,0,0,79.00
1848,79.00,30,1,72670,0,0,79.00
1849,79.00,30,1,72700,0,0,79.00
1850,79.00,30,1,72730,0,0,79.00
1851,79.00,30,1,72762,0,0,79.00
1852,79.00,30,1,72794,0,0,79.00
1853,79.00,30,1,72824,0,0,79.00
1854,79.00,30,1,72854,0,0,79.00
1855,79.00,30,1,72884,0,0,79.00
1856,79.00,30,1,72914,0,0,79.00
1857,79.00,30,1,72944,0,0,79.00
1858,79.00,30,1,72974,0,0,79.00
1859,79.00,30,1,73004,0,0,79.00
1860,79.00,30,1,73034,0,0,79.00
1861,79.00,30,1,73064,0,0,79.00
1862,79.00,30,1,73094,0,0,79.00
1863,79.00,30,1,73124,0,0,79.00
1864,79.00,30,1,73154,0,0,79.00
1865,79.00,30,1,73184,0,0,79.00
1866,79.00,30,1,73214,0,0,79.00
1867,79.00,30,1,73244,0,0,79.00
1868,79.00,30,1,73276,0,0,79.00
1869,79.00,30,1,73306,0,0,79.00
1870,79.00,30,1,73336,0,0,79.00
1871,79.00,30,1,73366,0,0,79.00
1872,79.00,30,1,73396,0,0,79.00
1873,79.00,30,1,73426,0,0,79.00
1874,79.00,30,1,73456,0,0,79.00
1875,79.00,30,1,73486,0,0,79.00
1876,79.00,30,1,73518,0,0,79.00
1877,79.00,30,1,73548,0,0,79.00
1878,79.00,30,1,73578,0,0,79.00
1879,79.00,30,1,73608,0,0,79.00
1880,79.00,30,1,73638,0,0,79.00
1881,79.00,30,1,73668,0,0,79.00
1882,79.00,30,1,73698,0,0,79.00
1883,79.00,30,1,73728,0,0,79.00
1884,79.00,30,1,73758,0,0,79.00
1885,79.00,30,1,73788,0,0,79.00
1886,79.00,30,1,73818,0,0,79.00
1887,79.00,30,1,73850,0,0,79.00
1888,79.00,30,1,73880,0,0,79.00
1889,79.00,30,1,73910,0,0,79.00
1890,79.00,30,1,73940,0,0,79.00
1891,79.00,30,1,73970,0,0,79.00
1892,79.00,30,1,74000,0,0,79.00
1893,79.00,30,1,74030,0,0,79.00
1894,79.00,30,1,74060,0,0,79.00
1895,79.00,30,1,74090,0,0,79.00
1896,79.00,30,1,74120,0,0,79.00
1897,79.00,30,1,74150,0,0,79.00
1898,79.00,30,1,74180,0,0,79.00
1899,79.00,30,1,74210,0,0,79.00
1900,79.00,30,1,74240,0,0,79.00
1901,79.00,30,1,74270,0,0,79.00
1902,79.00,30,1,74300,0,0,79.00
1903,79.00,30,1,74330,0,0,79.00
1904,79.00,30,1,74360,0,0,79.00
1905,79.00,30,1,74390,0,0,79.00
1906,79.00,30,1,74420,0,0,79.00
1907,79.00,30,1,74450,0,0,79.00
1908,79.00,30,1,74480,0,0,79.00
1909,79.00,30,1,74510,0,0,79.00
1910,79.00,30,1,74540,0,0,79.00
1911,79.00,30,1,74570,0,0,79.00
1912,79.00,30,1,74600,0,0,79.00
1913,79.00,30,1,74630,0,0,79.00
1914,79.00,30,1,74660,0,0,79.00
1915,79.00,30,1,74690,0,0,79.00
1916,79.00,30,1,74720,0,0,79.00
1917,79.00,30,1,74750,0,0,79.00
1918,79.00,30,1,74780,0,0,79.00
1919,79.00,30,1,74810,0,0,79.00
1920,79.00,30,1,74840,0,0,79.00
1921,79.00,30,1,74870,0,0,79.00
1922,79.00,30,1,74900,0,0,79.00
1923,79.00,30,1,74930,0,0,79.00
1924,79.00,30,1,74960,0,0,79.00
1925,79.00,30,1,74990,0,0,79.00
1926,79.00,30,1,75020,0,0,79.00
1927,79.00,30,1,75050,0,0,79.00
1928,79.00,30,1,75080,0,0,79.00
1929,79.00,30,1,75110,0,0,79.00
1930,79.00,30,1,75140,0,0,79.00
1931,79.00,30,1,75170,0,0,79.00
1932,79.00,30,1,75200,0,0,79.00
1933,79.00,30,1,75230,0,0,79.00
1934,79.00,30,1,75260,0,0,79.00
1935,79.00,30,1,75290,0,0,79.00
1936,79.00,30,1,75320,0,0,79.00
1937,79.00,30,1,75350,0,0,79.00
1938,79.00,30,1,75380,0,0,79.00
1939,79.00,30,1,75410,0,0,79.00
1940,79.00,30,1,75440,0,0,79.00
1941,79.00,30,1,75470,0,0,79.00
1942,79.00,30,1,75500,0,0,79.00
